mode,game,total_BB,total_RB,total_grape,total_samai,max_samai,max_game,min_samai,min_game
3,2000,6,6,331,-283,724,292,-339,1069
3,2000,10,8,329,1211,1408,1861,-659,842
3,2000,7,6,324,23,133,1937,-732,611
3,2000,9,2,326,248,1243,700,-191,354
3,2000,6,9,330,25,760,625,-185,183
3,2000,7,6,315,-24,32,1966,-1769,1527
3,2000,14,8,315,2422,2445,2015,-243,191
3,2000,10,1,309,426,428,2007,-914,1657
3,2000,10,5,354,1023,1237,1802,-41,18
3,2000,2,8,297,-1484,0,0,-1668,1919
3,2000,8,6,299,44,397,1724,-693,1363
3,2000,13,10,347,2500,2908,1735,-55,44
3,2000,7,6,348,154,628,361,-176,1793
3,2000,9,2,307,123,271,31,-1372,1591
3,2000,9,8,333,922,949,2004,-202,307
3,2000,4,4,330,-1074,319,216,-1075,2007
3,2000,6,7,346,-47,1002,881,-330,301
3,2000,3,1,325,-1753,0,0,-1851,1580
3,2000,8,5,319,192,266,1967,-635,1644
3,2000,5,2,321,-1086,0,0,-1604,1165
3,2000,9,3,327,319,978,1443,-300,227
3,2000,9,1,313,45,623,1331,-314,647
3,2000,11,8,293,1291,1665,1453,-131,171
3,2000,3,4,323,-1502,4,1,-1502,2007
3,2000,8,5,311,57,528,1027,-751,577
3,2000,5,3,313,-965,0,0,-1191,1149
3,2000,8,4,315,65,731,1072,-680,492
3,2000,6,5,342,-302,644,223,-302,2014
3,2000,7,5,339,-66,852,576,-182,1859
3,2000,5,7,325,-557,426,137,-967,1603
3,2000,3,5,328,-1337,6,8,-1615,1978
3,2000,2,4,318,-1835,0,0,-1835,2006
3,2000,11,11,308,1715,1865,1921,-246,223
3,2000,9,9,337,1045,1110,1979,-344,1185
3,2000,2,7,301,-1612,180,102,-1623,1845
3,2000,7,11,320,507,922,788,-292,168
3,2000,9,6,328,756,888,231,-265,1425
3,2000,8,5,325,196,331,316,-963,1646
3,2000,7,3,323,-242,242,1648,-1012,952
